indicator,year,fips,location,age,vaccine,percent,population 
Childhood immunizations,2017,27079,Le Sueur,Childhood (24-35 months),Hep B,87.9,306
Childhood immunizations,2017,27079,Le Sueur,Childhood (24-35 months),Hib,84,306
Childhood immunizations,2017,27079,Le Sueur,Childhood (24-35 months),MMR,89.5,306
Childhood immunizations,2017,27079,Le Sueur,Childhood (24-35 months),PCV,85.3,306
Childhood immunizations,2017,27079,Le Sueur,Childhood (24-35 months),Polio,90.2,306
Childhood immunizations,2017,27079,Le Sueur,Childhood (24-35 months),Rotavirus,71.9,306
Childhood immunizations,2017,27079,Le Sueur,Childhood (24-35 months),Seven vaccine series,71.2,306
Childhood immunizations,2017,27079,Le Sueur,Childhood (24-35 months),Varicella,91.8,306
Childhood immunizations,2018,27079,Le Sueur,Childhood (24-35 months),DTap,81.5,295
Childhood immunizations,2018,27079,Le Sueur,Childhood (24-35 months),Hep A,58,295
Childhood immunizations,2018,27079,Le Sueur,Childhood (24-35 months),Hep B,87.9,295
Childhood immunizations,2018,27079,Le Sueur,Childhood (24-35 months),Hib,88.6,295
Childhood immunizations,2018,27079,Le Sueur,Childhood (24-35 months),MMR,92.9,295
Childhood immunizations,2018,27079,Le Sueur,Childhood (24-35 months),PCV,87.5,295
Childhood immunizations,2018,27079,Le Sueur,Childhood (24-35 months),Polio,89.3,295
Childhood immunizations,2018,27079,Le Sueur,Childhood (24-35 months),Rotavirus,77.9,295
Childhood immunizations,2018,27079,Le Sueur,Childhood (24-35 months),Seven vaccine series,75.1,295
Childhood immunizations,2018,27079,Le Sueur,Childhood (24-35 months),Varicella,91.1,295
Childhood immunizations,2019,27079,Le Sueur,Childhood (24-35 months),DTap,79.2,312
Childhood immunizations,2019,27079,Le Sueur,Childhood (24-35 months),Hep A,48.4,312
Childhood immunizations,2019,27079,Le Sueur,Childhood (24-35 months),Hep B,88.5,312
Childhood immunizations,2019,27079,Le Sueur,Childhood (24-35 months),Hib,85.3,312
Childhood immunizations,2019,27079,Le Sueur,Childhood (24-35 months),MMR,85.3,312
Childhood immunizations,2019,27079,Le Sueur,Childhood (24-35 months),PCV,85.6,312
Childhood immunizations,2019,27079,Le Sueur,Childhood (24-35 months),Polio,89.4,312
Childhood immunizations,2019,27079,Le Sueur,Childhood (24-35 months),Rotavirus,77.9,312
Childhood immunizations,2019,27079,Le Sueur,Childhood (24-35 months),Seven vaccine series,73.7,312
Childhood immunizations,2019,27079,Le Sueur,Childhood (24-35 months),Varicella,88.8,312
Childhood immunizations,2015,27081,Lincoln,Childhood (24-35 months),DTap,83.6,67
Childhood immunizations,2015,27081,Lincoln,Childhood (24-35 months),Hep A,29.9,67
Childhood immunizations,2015,27081,Lincoln,Childhood (24-35 months),Hep B,89.6,67
Childhood immunizations,2015,27081,Lincoln,Childhood (24-35 months),Hib,79.1,67
Childhood immunizations,2015,27081,Lincoln,Childhood (24-35 months),MMR,91,67
Childhood immunizations,2015,27081,Lincoln,Childhood (24-35 months),PCV,89.6,67
Childhood immunizations,2015,27081,Lincoln,Childhood (24-35 months),Polio,91,67
Childhood immunizations,2015,27081,Lincoln,Childhood (24-35 months),Rotavirus,74.6,67
Childhood immunizations,2015,27081,Lincoln,Childhood (24-35 months),Seven vaccine series,71.6,67
Childhood immunizations,2015,27081,Lincoln,Childhood (24-35 months),Varicella,88.1,67
Childhood immunizations,2016,27081,Lincoln,Childhood (24-35 months),DTap,81.7,60
Childhood immunizations,2016,27081,Lincoln,Childhood (24-35 months),Hep A,33.3,60
Childhood immunizations,2016,27081,Lincoln,Childhood (24-35 months),Hep B,91.7,60
Childhood immunizations,2016,27081,Lincoln,Childhood (24-35 months),Hib,86.7,60
Childhood immunizations,2016,27081,Lincoln,Childhood (24-35 months),MMR,93.3,60
Childhood immunizations,2016,27081,Lincoln,Childhood (24-35 months),PCV,88.3,60
Childhood immunizations,2016,27081,Lincoln,Childhood (24-35 months),Polio,93.3,60
Childhood immunizations,2016,27081,Lincoln,Childhood (24-35 months),Rotavirus,71.7,60
Childhood immunizations,2016,27081,Lincoln,Childhood (24-35 months),Seven vaccine series,80,60
Childhood immunizations,2016,27081,Lincoln,Childhood (24-35 months),Varicella,93.3,60
Childhood immunizations,2017,27081,Lincoln,Childhood (24-35 months),DTap,76.1,71
Childhood immunizations,2017,27081,Lincoln,Childhood (24-35 months),Hep A,31,71
Childhood immunizations,2017,27081,Lincoln,Childhood (24-35 months),Hep B,84.5,71
Childhood immunizations,2017,27081,Lincoln,Childhood (24-35 months),Hib,87.3,71
Childhood immunizations,2017,27081,Lincoln,Childhood (24-35 months),MMR,88.7,71
Childhood immunizations,2017,27081,Lincoln,Childhood (24-35 months),PCV,90.1,71
Childhood immunizations,2017,27081,Lincoln,Childhood (24-35 months),Polio,88.7,71
Childhood immunizations,2017,27081,Lincoln,Childhood (24-35 months),Rotavirus,64.8,71
Childhood immunizations,2017,27081,Lincoln,Childhood (24-35 months),Seven vaccine series,66.2,71
Childhood immunizations,2017,27081,Lincoln,Childhood (24-35 months),Varicella,90.1,71
Childhood immunizations,2018,27081,Lincoln,Childhood (24-35 months),DTap,80.6,59
Childhood immunizations,2018,27081,Lincoln,Childhood (24-35 months),Hep A,40.3,59
Childhood immunizations,2018,27081,Lincoln,Childhood (24-35 months),Hep B,88.1,59
Childhood immunizations,2018,27081,Lincoln,Childhood (24-35 months),Hib,88.1,59
Childhood immunizations,2018,27081,Lincoln,Childhood (24-35 months),MMR,89.6,59
Childhood immunizations,2018,27081,Lincoln,Childhood (24-35 months),PCV,89.6,59
Childhood immunizations,2018,27081,Lincoln,Childhood (24-35 months),Polio,92.5,59
Childhood immunizations,2018,27081,Lincoln,Childhood (24-35 months),Rotavirus,80.6,59
Childhood immunizations,2018,27081,Lincoln,Childhood (24-35 months),Seven vaccine series,77.6,59
Childhood immunizations,2018,27081,Lincoln,Childhood (24-35 months),Varicella,91,59
Childhood immunizations,2019,27081,Lincoln,Childhood (24-35 months),DTap,82.1,39
Childhood immunizations,2019,27081,Lincoln,Childhood (24-35 months),Hep A,35.9,39
Childhood immunizations,2019,27081,Lincoln,Childhood (24-35 months),Hep B,92.3,39
Childhood immunizations,2019,27081,Lincoln,Childhood (24-35 months),Hib,92.3,39
Childhood immunizations,2019,27081,Lincoln,Childhood (24-35 months),MMR,92.3,39
Childhood immunizations,2019,27081,Lincoln,Childhood (24-35 months),PCV,92.3,39
Childhood immunizations,2019,27081,Lincoln,Childhood (24-35 months),Polio,92.3,39
Childhood immunizations,2019,27081,Lincoln,Childhood (24-35 months),Rotavirus,79.5,39
Childhood immunizations,2019,27081,Lincoln,Childhood (24-35 months),Seven vaccine series,82.1,39
Childhood immunizations,2019,27081,Lincoln,Childhood (24-35 months),Varicella,92.3,39
Childhood immunizations,2015,27083,Lyon,Childhood (24-35 months),DTap,80.3,407
Childhood immunizations,2015,27083,Lyon,Childhood (24-35 months),Hep A,41.5,407
Childhood immunizations,2015,27083,Lyon,Childhood (24-35 months),Hep B,87.5,407
Childhood immunizations,2015,27083,Lyon,Childhood (24-35 months),Hib,82.3,407
Childhood immunizations,2015,27083,Lyon,Childhood (24-35 months),MMR,88,407
Childhood immunizations,2015,27083,Lyon,Childhood (24-35 months),PCV,84.8,407
Childhood immunizations,2015,27083,Lyon,Childhood (24-35 months),Polio,89.2,407
Childhood immunizations,2015,27083,Lyon,Childhood (24-35 months),Rotavirus,72.5,407
Childhood immunizations,2015,27083,Lyon,Childhood (24-35 months),Seven vaccine series,75.4,407
Childhood immunizations,2015,27083,Lyon,Childhood (24-35 months),Varicella,89.9,407
Childhood immunizations,2016,27083,Lyon,Childhood (24-35 months),DTap,79,395
Childhood immunizations,2016,27083,Lyon,Childhood (24-35 months),Hep A,40.8,395
Childhood immunizations,2016,27083,Lyon,Childhood (24-35 months),Hep B,87.8,395
Childhood immunizations,2016,27083,Lyon,Childhood (24-35 months),Hib,85.1,395
Childhood immunizations,2016,27083,Lyon,Childhood (24-35 months),MMR,86.8,395
Childhood immunizations,2016,27083,Lyon,Childhood (24-35 months),PCV,83.8,395
Childhood immunizations,2016,27083,Lyon,Childhood (24-35 months),Polio,89.9,395
Childhood immunizations,2016,27083,Lyon,Childhood (24-35 months),Rotavirus,76.7,395
Childhood immunizations,2016,27083,Lyon,Childhood (24-35 months),Seven vaccine series,74.9,395
Childhood immunizations,2016,27083,Lyon,Childhood (24-35 months),Varicella,88.1,395
Childhood immunizations,2017,27083,Lyon,Childhood (24-35 months),DTap,81,401
Childhood immunizations,2017,27083,Lyon,Childhood (24-35 months),Hep A,40.4,401
Childhood immunizations,2017,27083,Lyon,Childhood (24-35 months),Hep B,89.5,401
Childhood immunizations,2017,27083,Lyon,Childhood (24-35 months),Hib,85,401
Childhood immunizations,2017,27083,Lyon,Childhood (24-35 months),MMR,88.5,401
Childhood immunizations,2017,27083,Lyon,Childhood (24-35 months),PCV,86,401
Childhood immunizations,2017,27083,Lyon,Childhood (24-35 months),Polio,92.8,401
Childhood immunizations,2017,27083,Lyon,Childhood (24-35 months),Rotavirus,75.3,401
Childhood immunizations,2017,27083,Lyon,Childhood (24-35 months),Seven vaccine series,75.8,401
Childhood immunizations,2017,27083,Lyon,Childhood (24-35 months),Varicella,90.3,401
Childhood immunizations,2018,27083,Lyon,Childhood (24-35 months),DTap,81.4,408
Childhood immunizations,2018,27083,Lyon,Childhood (24-35 months),Hep A,36.2,408
Childhood immunizations,2018,27083,Lyon,Childhood (24-35 months),Hep B,87.2,408
Childhood immunizations,2018,27083,Lyon,Childhood (24-35 months),Hib,90.1,408
Childhood immunizations,2018,27083,Lyon,Childhood (24-35 months),MMR,90.8,408
Childhood immunizations,2018,27083,Lyon,Childhood (24-35 months),PCV,87.5,408
Childhood immunizations,2018,27083,Lyon,Childhood (24-35 months),Polio,92.9,408
Childhood immunizations,2018,27083,Lyon,Childhood (24-35 months),Rotavirus,76.8,408
Childhood immunizations,2018,27083,Lyon,Childhood (24-35 months),Seven vaccine series,78.6,408
Childhood immunizations,2018,27083,Lyon,Childhood (24-35 months),Varicella,91.6,408
Childhood immunizations,2019,27083,Lyon,Childhood (24-35 months),DTap,80.4,388
Childhood immunizations,2019,27083,Lyon,Childhood (24-35 months),Hep A,51.3,388
Childhood immunizations,2019,27083,Lyon,Childhood (24-35 months),Hep B,91.5,388
Childhood immunizations,2019,27083,Lyon,Childhood (24-35 months),Hib,82.2,388
Childhood immunizations,2019,27083,Lyon,Childhood (24-35 months),MMR,91.8,388
Childhood immunizations,2019,27083,Lyon,Childhood (24-35 months),PCV,83.3,388
Childhood immunizations,2019,27083,Lyon,Childhood (24-35 months),Polio,92.3,388
Childhood immunizations,2019,27083,Lyon,Childhood (24-35 months),Rotavirus,80.2,388
Childhood immunizations,2019,27083,Lyon,Childhood (24-35 months),Seven vaccine series,76.3,388
Childhood immunizations,2019,27083,Lyon,Childhood (24-35 months),Varicella,91.5,388
Childhood immunizations,2015,27085,McLeod,Childhood (24-35 months),DTap,66.1,487
Childhood immunizations,2015,27085,McLeod,Childhood (24-35 months),Hep A,23.8,487
Childhood immunizations,2015,27085,McLeod,Childhood (24-35 months),Hep B,79.5,487
Childhood immunizations,2015,27085,McLeod,Childhood (24-35 months),Hib,71.7,487
Childhood immunizations,2015,27085,McLeod,Childhood (24-35 months),MMR,77.8,487
Childhood immunizations,2015,27085,McLeod,Childhood (24-35 months),PCV,74.5,487
Childhood immunizations,2015,27085,McLeod,Childhood (24-35 months),Polio,80.1,487
Childhood immunizations,2015,27085,McLeod,Childhood (24-35 months),Rotavirus,66.3,487
Childhood immunizations,2015,27085,McLeod,Childhood (24-35 months),Seven vaccine series,59.5,487
Childhood immunizations,2015,27085,McLeod,Childhood (24-35 months),Varicella,79.5,487
Childhood immunizations,2016,27085,McLeod,Childhood (24-35 months),DTap,64.3,437
Childhood immunizations,2016,27085,McLeod,Childhood (24-35 months),Hep A,27.7,437
Childhood immunizations,2016,27085,McLeod,Childhood (24-35 months),Hep B,78.9,437
Childhood immunizations,2016,27085,McLeod,Childhood (24-35 months),Hib,75.7,437
Childhood immunizations,2016,27085,McLeod,Childhood (24-35 months),MMR,82.6,437
Childhood immunizations,2016,27085,McLeod,Childhood (24-35 months),PCV,75.1,437
Childhood immunizations,2016,27085,McLeod,Childhood (24-35 months),Polio,81,437
Childhood immunizations,2016,27085,McLeod,Childhood (24-35 months),Rotavirus,66.8,437
Childhood immunizations,2016,27085,McLeod,Childhood (24-35 months),Seven vaccine series,58.6,437
Childhood immunizations,2016,27085,McLeod,Childhood (24-35 months),Varicella,84.2,437
Childhood immunizations,2017,27085,McLeod,Childhood (24-35 months),DTap,67.9,433
Childhood immunizations,2017,27085,McLeod,Childhood (24-35 months),Hep A,35.1,433
Childhood immunizations,2017,27085,McLeod,Childhood (24-35 months),Hep B,82,433
Childhood immunizations,2017,27085,McLeod,Childhood (24-35 months),Hib,81.5,433
Childhood immunizations,2017,27085,McLeod,Childhood (24-35 months),MMR,86.8,433
Childhood immunizations,2017,27085,McLeod,Childhood (24-35 months),PCV,80.8,433
Childhood immunizations,2017,27085,McLeod,Childhood (24-35 months),Polio,82.2,433
Childhood immunizations,2017,27085,McLeod,Childhood (24-35 months),Rotavirus,70.4,433
Childhood immunizations,2017,27085,McLeod,Childhood (24-35 months),Seven vaccine series,62.8,433
Childhood immunizations,2017,27085,McLeod,Childhood (24-35 months),Varicella,87.5,433
Childhood immunizations,2018,27085,McLeod,Childhood (24-35 months),DTap,75.6,435
Childhood immunizations,2018,27085,McLeod,Childhood (24-35 months),Hep A,33.9,435
Childhood immunizations,2018,27085,McLeod,Childhood (24-35 months),Hep B,81.3,435
Childhood immunizations,2018,27085,McLeod,Childhood (24-35 months),Hib,89.4,435
Childhood immunizations,2018,27085,McLeod,Childhood (24-35 months),MMR,89.4,435
Childhood immunizations,2018,27085,McLeod,Childhood (24-35 months),PCV,86.3,435
Childhood immunizations,2018,27085,McLeod,Childhood (24-35 months),Polio,89.7,435
Childhood immunizations,2018,27085,McLeod,Childhood (24-35 months),Rotavirus,78.9,435
Childhood immunizations,2018,27085,McLeod,Childhood (24-35 months),Seven vaccine series,71.6,435
Childhood immunizations,2018,27085,McLeod,Childhood (24-35 months),Varicella,88.6,435
Childhood immunizations,2019,27085,McLeod,Childhood (24-35 months),DTap,77.5,448
Childhood immunizations,2019,27085,McLeod,Childhood (24-35 months),Hep A,36.8,448
Childhood immunizations,2019,27085,McLeod,Childhood (24-35 months),Hep B,90.2,448
Childhood immunizations,2019,27085,McLeod,Childhood (24-35 months),Hib,82.6,448
Childhood immunizations,2019,27085,McLeod,Childhood (24-35 months),MMR,88.4,448
Childhood immunizations,2019,27085,McLeod,Childhood (24-35 months),PCV,85.5,448
Childhood immunizations,2019,27085,McLeod,Childhood (24-35 months),Polio,89.3,448
Childhood immunizations,2019,27085,McLeod,Childhood (24-35 months),Rotavirus,79.5,448
Childhood immunizations,2019,27085,McLeod,Childhood (24-35 months),Seven vaccine series,74.3,448
Childhood immunizations,2019,27085,McLeod,Childhood (24-35 months),Varicella,88.2,448
Childhood immunizations,2015,27087,Mahnomen,Childhood (24-35 months),DTap,60.5,76
Childhood immunizations,2015,27087,Mahnomen,Childhood (24-35 months),Hep A,28.9,76
Childhood immunizations,2015,27087,Mahnomen,Childhood (24-35 months),Hep B,85.5,76
Childhood immunizations,2015,27087,Mahnomen,Childhood (24-35 months),Hib,73.7,76
Childhood immunizations,2015,27087,Mahnomen,Childhood (24-35 months),MMR,77.6,76
Childhood immunizations,2015,27087,Mahnomen,Childhood (24-35 months),PCV,76.3,76
Childhood immunizations,2015,27087,Mahnomen,Childhood (24-35 months),Polio,82.9,76
Childhood immunizations,2015,27087,Mahnomen,Childhood (24-35 months),Rotavirus,48.7,76
Childhood immunizations,2015,27087,Mahnomen,Childhood (24-35 months),Seven vaccine series,53.9,76
Childhood immunizations,2015,27087,Mahnomen,Childhood (24-35 months),Varicella,80.3,76
Childhood immunizations,2016,27087,Mahnomen,Childhood (24-35 months),DTap,64.4,90
Childhood immunizations,2016,27087,Mahnomen,Childhood (24-35 months),Hep A,33.3,90
Childhood immunizations,2016,27087,Mahnomen,Childhood (24-35 months),Hep B,87.8,90
Childhood immunizations,2016,27087,Mahnomen,Childhood (24-35 months),Hib,78.9,90
Childhood immunizations,2016,27087,Mahnomen,Childhood (24-35 months),MMR,80,90
Childhood immunizations,2016,27087,Mahnomen,Childhood (24-35 months),PCV,75.6,90
Childhood immunizations,2016,27087,Mahnomen,Childhood (24-35 months),Polio,83.3,90
Childhood immunizations,2016,27087,Mahnomen,Childhood (24-35 months),Rotavirus,46.7,90
Childhood immunizations,2016,27087,Mahnomen,Childhood (24-35 months),Seven vaccine series,64.4,90
Childhood immunizations,2016,27087,Mahnomen,Childhood (24-35 months),Varicella,82.2,90
Childhood immunizations,2017,27087,Mahnomen,Childhood (24-35 months),DTap,71.4,91
Childhood immunizations,2017,27087,Mahnomen,Childhood (24-35 months),Hep A,42.9,91
Childhood immunizations,2017,27087,Mahnomen,Childhood (24-35 months),Hep B,93.4,91
Childhood immunizations,2017,27087,Mahnomen,Childhood (24-35 months),Hib,86.8,91
Childhood immunizations,2017,27087,Mahnomen,Childhood (24-35 months),MMR,87.9,91
Childhood immunizations,2017,27087,Mahnomen,Childhood (24-35 months),PCV,90.1,91
Childhood immunizations,2017,27087,Mahnomen,Childhood (24-35 months),Polio,90.1,91
Childhood immunizations,2017,27087,Mahnomen,Childhood (24-35 months),Rotavirus,56,91
Childhood immunizations,2017,27087,Mahnomen,Childhood (24-35 months),Seven vaccine series,69.2,91
Childhood immunizations,2017,27087,Mahnomen,Childhood (24-35 months),Varicella,90.1,91
Childhood immunizations,2018,27087,Mahnomen,Childhood (24-35 months),DTap,66.7,93
Childhood immunizations,2018,27087,Mahnomen,Childhood (24-35 months),Hep A,38.2,93
Childhood immunizations,2018,27087,Mahnomen,Childhood (24-35 months),Hep B,85.3,93
Childhood immunizations,2018,27087,Mahnomen,Childhood (24-35 months),Hib,93.1,93
Childhood immunizations,2018,27087,Mahnomen,Childhood (24-35 months),MMR,90.2,93
Childhood immunizations,2018,27087,Mahnomen,Childhood (24-35 months),PCV,86.3,93
Childhood immunizations,2018,27087,Mahnomen,Childhood (24-35 months),Polio,89.2,93
Childhood immunizations,2018,27087,Mahnomen,Childhood (24-35 months),Rotavirus,50,93
Childhood immunizations,2018,27087,Mahnomen,Childhood (24-35 months),Seven vaccine series,65.7,93
Childhood immunizations,2018,27087,Mahnomen,Childhood (24-35 months),Varicella,95.1,93
Childhood immunizations,2019,27087,Mahnomen,Childhood (24-35 months),DTap,73.2,97
Childhood immunizations,2019,27087,Mahnomen,Childhood (24-35 months),Hep A,37.1,97
Childhood immunizations,2019,27087,Mahnomen,Childhood (24-35 months),Hep B,93.8,97
Childhood immunizations,2019,27087,Mahnomen,Childhood (24-35 months),Hib,84.5,97
Childhood immunizations,2019,27087,Mahnomen,Childhood (24-35 months),MMR,89.7,97
Childhood immunizations,2019,27087,Mahnomen,Childhood (24-35 months),PCV,88.7,97
Childhood immunizations,2019,27087,Mahnomen,Childhood (24-35 months),Polio,89.7,97
Childhood immunizations,2019,27087,Mahnomen,Childhood (24-35 months),Rotavirus,58.8,97
Childhood immunizations,2019,27087,Mahnomen,Childhood (24-35 months),Seven vaccine series,72.2,97
Childhood immunizations,2019,27087,Mahnomen,Childhood (24-35 months),Varicella,94.9,97
Childhood immunizations,2015,27089,Marshall,Childhood (24-35 months),DTap,83,106
Childhood immunizations,2015,27089,Marshall,Childhood (24-35 months),Hep A,52.8,106
Childhood immunizations,2015,27089,Marshall,Childhood (24-35 months),Hep B,92.5,106
Childhood immunizations,2015,27089,Marshall,Childhood (24-35 months),Hib,87.7,106
Childhood immunizations,2015,27089,Marshall,Childhood (24-35 months),MMR,95.3,106
Childhood immunizations,2015,27089,Marshall,Childhood (24-35 months),PCV,94.3,106
Childhood immunizations,2015,27089,Marshall,Childhood (24-35 months),Polio,95.3,106
Childhood immunizations,2015,27089,Marshall,Childhood (24-35 months),Rotavirus,84.9,106
Childhood immunizations,2015,27089,Marshall,Childhood (24-35 months),Seven vaccine series,80.2,106
Childhood immunizations,2015,27089,Marshall,Childhood (24-35 months),Varicella,95.3,106
Childhood immunizations,2016,27089,Marshall,Childhood (24-35 months),DTap,77.6,125
Childhood immunizations,2016,27089,Marshall,Childhood (24-35 months),Hep A,48,125
Childhood immunizations,2016,27089,Marshall,Childhood (24-35 months),Hep B,92,125
Childhood immunizations,2016,27089,Marshall,Childhood (24-35 months),Hib,87.2,125
Childhood immunizations,2016,27089,Marshall,Childhood (24-35 months),MMR,91.2,125
Childhood immunizations,2016,27089,Marshall,Childhood (24-35 months),PCV,92.8,125
Childhood immunizations,2016,27089,Marshall,Childhood (24-35 months),Polio,92,125
Childhood immunizations,2016,27089,Marshall,Childhood (24-35 months),Rotavirus,72.8,125
Childhood immunizations,2016,27089,Marshall,Childhood (24-35 months),Seven vaccine series,74.4,125
Childhood immunizations,2016,27089,Marshall,Childhood (24-35 months),Varicella,92.8,125
Childhood immunizations,2017,27089,Marshall,Childhood (24-35 months),DTap,80.5,118
Childhood immunizations,2017,27089,Marshall,Childhood (24-35 months),Hep A,55.1,118
Childhood immunizations,2017,27089,Marshall,Childhood (24-35 months),Hep B,90.7,118
Childhood immunizations,2017,27089,Marshall,Childhood (24-35 months),Hib,90.7,118
Childhood immunizations,2017,27089,Marshall,Childhood (24-35 months),MMR,93.2,118
Childhood immunizations,2017,27089,Marshall,Childhood (24-35 months),PCV,89.8,118
Childhood immunizations,2017,27089,Marshall,Childhood (24-35 months),Polio,93.2,118
Childhood immunizations,2017,27089,Marshall,Childhood (24-35 months),Rotavirus,79.7,118
Childhood immunizations,2017,27089,Marshall,Childhood (24-35 months),Seven vaccine series,73.7,118
Childhood immunizations,2017,27089,Marshall,Childhood (24-35 months),Varicella,92.4,118
Childhood immunizations,2018,27089,Marshall,Childhood (24-35 months),DTap,83.6,122
Childhood immunizations,2018,27089,Marshall,Childhood (24-35 months),Hep A,54.3,122
Childhood immunizations,2018,27089,Marshall,Childhood (24-35 months),Hep B,89.7,122
Childhood immunizations,2018,27089,Marshall,Childhood (24-35 months),Hib,92.2,122
Childhood immunizations,2018,27089,Marshall,Childhood (24-35 months),MMR,92.2,122
Childhood immunizations,2018,27089,Marshall,Childhood (24-35 months),PCV,91.4,122
Childhood immunizations,2018,27089,Marshall,Childhood (24-35 months),Polio,93.1,122
Childhood immunizations,2018,27089,Marshall,Childhood (24-35 months),Rotavirus,74.1,122
Childhood immunizations,2018,27089,Marshall,Childhood (24-35 months),Seven vaccine series,81.9,122
Childhood immunizations,2018,27089,Marshall,Childhood (24-35 months),Varicella,91.4,122
Childhood immunizations,2019,27089,Marshall,Childhood (24-35 months),DTap,78,118
Childhood immunizations,2019,27089,Marshall,Childhood (24-35 months),Hep A,50.9,118
Childhood immunizations,2019,27089,Marshall,Childhood (24-35 months),Hep B,89,118
Childhood immunizations,2019,27089,Marshall,Childhood (24-35 months),Hib,82.2,118
Childhood immunizations,2019,27089,Marshall,Childhood (24-35 months),MMR,88.1,118
Childhood immunizations,2019,27089,Marshall,Childhood (24-35 months),PCV,89,118
Childhood immunizations,2019,27089,Marshall,Childhood (24-35 months),Polio,91.5,118
Childhood immunizations,2019,27089,Marshall,Childhood (24-35 months),Rotavirus,74.6,118
Childhood immunizations,2019,27089,Marshall,Childhood (24-35 months),Seven vaccine series,75.4,118
Childhood immunizations,2019,27089,Marshall,Childhood (24-35 months),Varicella,89.8,118
Childhood immunizations,2015,27091,Martin,Childhood (24-35 months),DTap,63.6,236
Childhood immunizations,2015,27091,Martin,Childhood (24-35 months),Hep A,24.2,236
Childhood immunizations,2015,27091,Martin,Childhood (24-35 months),Hep B,80.1,236
Childhood immunizations,2015,27091,Martin,Childhood (24-35 months),Hib,74.2,236
Childhood immunizations,2015,27091,Martin,Childhood (24-35 months),MMR,76.3,236
Childhood immunizations,2015,27091,Martin,Childhood (24-35 months),PCV,73.7,236
Childhood immunizations,2015,27091,Martin,Childhood (24-35 months),Polio,80.5,236
Childhood immunizations,2015,27091,Martin,Childhood (24-35 months),Rotavirus,47,236
Childhood immunizations,2015,27091,Martin,Childhood (24-35 months),Seven vaccine series,55.1,236
Childhood immunizations,2015,27091,Martin,Childhood (24-35 months),Varicella,82.2,236
Childhood immunizations,2016,27091,Martin,Childhood (24-35 months),DTap,62.8,242
Childhood immunizations,2016,27091,Martin,Childhood (24-35 months),Hep A,31,242
Childhood immunizations,2016,27091,Martin,Childhood (24-35 months),Hep B,80.6,242
Childhood immunizations,2016,27091,Martin,Childhood (24-35 months),Hib,72.3,242
Childhood immunizations,2016,27091,Martin,Childhood (24-35 months),MMR,77.7,242
Childhood immunizations,2016,27091,Martin,Childhood (24-35 months),PCV,75.6,242
Childhood immunizations,2016,27091,Martin,Childhood (24-35 months),Polio,78.9,242
Childhood immunizations,2016,27091,Martin,Childhood (24-35 months),Rotavirus,50,242
Childhood immunizations,2016,27091,Martin,Childhood (24-35 months),Seven vaccine series,57,242
Childhood immunizations,2016,27091,Martin,Childhood (24-35 months),Varicella,80.6,242
Childhood immunizations,2017,27091,Martin,Childhood (24-35 months),DTap,74.8,234
Childhood immunizations,2017,27091,Martin,Childhood (24-35 months),Hep A,35,234
Childhood immunizations,2017,27091,Martin,Childhood (24-35 months),Hep B,84.6,234
Childhood immunizations,2017,27091,Martin,Childhood (24-35 months),Hib,82.1,234
Childhood immunizations,2017,27091,Martin,Childhood (24-35 months),MMR,83.3,234
Childhood immunizations,2017,27091,Martin,Childhood (24-35 months),PCV,81.6,234
Childhood immunizations,2017,27091,Martin,Childhood (24-35 months),Polio,87.2,234
Childhood immunizations,2017,27091,Martin,Childhood (24-35 months),Rotavirus,54.7,234
Childhood immunizations,2017,27091,Martin,Childhood (24-35 months),Seven vaccine series,65,234
Childhood immunizations,2017,27091,Martin,Childhood (24-35 months),Varicella,83.3,234
Childhood immunizations,2018,27091,Martin,Childhood (24-35 months),DTap,75,255
Childhood immunizations,2018,27091,Martin,Childhood (24-35 months),Hep A,35.3,255
Childhood immunizations,2018,27091,Martin,Childhood (24-35 months),Hep B,79,255
Childhood immunizations,2018,27091,Martin,Childhood (24-35 months),Hib,84.5,255
Childhood immunizations,2018,27091,Martin,Childhood (24-35 months),MMR,87.3,255
Childhood immunizations,2018,27091,Martin,Childhood (24-35 months),PCV,81.4,255
Childhood immunizations,2018,27091,Martin,Childhood (24-35 months),Polio,88.5,255
Childhood immunizations,2018,27091,Martin,Childhood (24-35 months),Rotavirus,59.5,255
Childhood immunizations,2018,27091,Martin,Childhood (24-35 months),Seven vaccine series,64.3,255
Childhood immunizations,2018,27091,Martin,Childhood (24-35 months),Varicella,89.3,255
Childhood immunizations,2019,27091,Martin,Childhood (24-35 months),DTap,71.8,248
Childhood immunizations,2019,27091,Martin,Childhood (24-35 months),Hep A,32.3,248
Childhood immunizations,2019,27091,Martin,Childhood (24-35 months),Hep B,79,248
Childhood immunizations,2019,27091,Martin,Childhood (24-35 months),Hib,79.4,248
Childhood immunizations,2019,27091,Martin,Childhood (24-35 months),MMR,80.2,248
Childhood immunizations,2019,27091,Martin,Childhood (24-35 months),PCV,79,248
Childhood immunizations,2019,27091,Martin,Childhood (24-35 months),Polio,85.1,248
Childhood immunizations,2019,27091,Martin,Childhood (24-35 months),Rotavirus,50.8,248
Childhood immunizations,2019,27091,Martin,Childhood (24-35 months),Seven vaccine series,61.3,248
Childhood immunizations,2019,27091,Martin,Childhood (24-35 months),Varicella,86.3,248
Childhood immunizations,2015,27093,Meeker,Childhood (24-35 months),DTap,70.6,279
